name,description,coordinates
ESCUELA DE PARVULOS JESUS RODAS - TANQUE LA MUÑECA,"ESCUELA DE PARVULOS JESUS RODAS(QTZLGTEP) - TANQUE LA MUÑECA(QTZLGTTM)
10,000Mbps
0%","[(14.837008333333, -91.51435), (14.834275, -91.513225)]"
ESTADIO MARIO CAMPOSECO - IGLESIA SAN NICOLAS,"ESTADIO MARIO CAMPOSECO(QTZLGTER) - IGLESIA SAN NICOLAS(QTZLGTIS)
10,000Mbps
0.4%","[(14.841086111111, -91.517833333333), (14.843169444444, -91.518827777778)]"
ESTADIO MARIO CAMPOSECO - QUETZALTENANGO,"ESTADIO MARIO CAMPOSECO(QTZLGTER) - QUETZALTENANGO(QTZLGTXC)
10,000Mbps
0.75%","[(14.841086111111, -91.517833333333), (14.834444444444, -91.521111111111)]"
IGLESIA SAN BARTOLOME - TANQUE LA MUÑECA,"IGLESIA SAN BARTOLOME(QTZLGTIA) - TANQUE LA MUÑECA(QTZLGTTM)
10,000Mbps
0.61%","[(14.831152777778, -91.511894444444), (14.834275, -91.513225)]"
IGLESIA SAN BARTOLOME - QUETZALTENANGO,"IGLESIA SAN BARTOLOME(QTZLGTIA) - QUETZALTENANGO(QTZLGTXC)
10,000Mbps
1.03%","[(14.831152777778, -91.511894444444), (14.834444444444, -91.521111111111)]"
IGLESIA SAN NICOLAS - COLEGIO LA PATRIA,"IGLESIA SAN NICOLAS(QTZLGTIS) - COLEGIO LA PATRIA(QTZLGTCR)
10,000Mbps
0%","[(14.843169444444, -91.518827777778), (14.840944444444, -91.523772222222)]"
LICEO GUATEMALA - COLONIA EL PARAISO QUETZALTENANGO,"LICEO GUATEMALA(QTZLGTLG) - COLONIA EL PARAISO QUETZALTENANGO(QTZLGTPU)
10,000Mbps
0.78%","[(14.842905555556, -91.53597500000001), (14.839519444444, -91.534613888889)]"
LICEO GUATEMALA - QUETZALTENANGO,"LICEO GUATEMALA(QTZLGTLG) - QUETZALTENANGO(QTZLGTXC)
10,000Mbps
0.85%","[(14.842905555556, -91.53597500000001), (14.834444444444, -91.521111111111)]"
MERCADO LAS FLORES - QUETZALTENANGO,"MERCADO LAS FLORES(QTZLGTMO) - QUETZALTENANGO(QTZLGTXC)
10,000Mbps
1.24%","[(14.833213888889, -91.524686111111), (14.834444444444, -91.521111111111)]"
MERCADO LAS FLORES - CEMENTERIO GENERAL QUETZALTENANGO,"MERCADO LAS FLORES(QTZLGTMO) - CEMENTERIO GENERAL QUETZALTENANGO(QTZLGTCG)
10,000Mbps
0.47%","[(14.833213888889, -91.524686111111), (14.837727777778, -91.52805833333301)]"
ALDEAS INFANTILES - COLEGIO LA PATRIA,"ALDEAS INFANTILES(QTZLGTAI) - COLEGIO LA PATRIA(QTZLGTCR)
10,000Mbps
0.51%","[(14.844155555556, -91.52709722222201), (14.840944444444, -91.523772222222)]"
ALDEAS INFANTILES - QUETZALTENANGO,"ALDEAS INFANTILES(QTZLGTAI) - QUETZALTENANGO(QTZLGTXC)
10,000Mbps
1.59%","[(14.844155555556, -91.52709722222201), (14.834444444444, -91.521111111111)]"
CEMENTERIO GENERAL QUETZALTENANGO - COLONIA EL PARAISO QUETZALTENANGO,"CEMENTERIO GENERAL QUETZALTENANGO(QTZLGTCG) - COLONIA EL PARAISO QUETZALTENANGO(QTZLGTPU)
10,000Mbps
0%","[(14.837727777778, -91.52805833333301), (14.839519444444, -91.534613888889)]"
COLONIA MOLINA - QUETZALTENANGO,"COLONIA MOLINA(QTZLGTOO) - QUETZALTENANGO(QTZLGTXC)
10,000Mbps
0.84%","[(14.837758333333, -91.50600277777801), (14.834444444444, -91.521111111111)]"
GBM - VILLA DE GUADALUPE,"GBM(GNCYGTB3) - VILLA DE GUADALUPE(GNCYGTVG)
10,000Mbps
4.65%","[(14.582472222222, -90.494641666667), (14.591222222222, -90.50822222222199)]"
ELGIN - VILLA DE GUADALUPE,"ELGIN(GNCYGTEL) - VILLA DE GUADALUPE(GNCYGTVG)
10,000Mbps
14.06%","[(14.566972222222, -90.525388888889), (14.591222222222, -90.50822222222199)]"
ELGIN - CELDA BILLBOARD ELGIN,"ELGIN(GNCYGTEL) - CELDA BILLBOARD ELGIN(GNCYGTLG)
10,000Mbps
2.65%","[(14.566972222222, -90.525388888889), (14.566069444444, -90.528105555556)]"
EL PUEBLITO - VILLA DE GUADALUPE,"EL PUEBLITO(GSCPGTPU) - VILLA DE GUADALUPE(GNCYGTVG)
50,000Mbps
11.83%","[(14.56355, -90.48841944444399), (14.591222222222, -90.50822222222199)]"
EL PUEBLITO - CELDA CUCHILLA EL CARMEN,"EL PUEBLITO(GSCPGTPU) - CELDA CUCHILLA EL CARMEN(GSCPGTCM)
10,000Mbps
3.83%","[(14.56355, -90.48841944444399), (14.557361111111, -90.503144444444)]"
EL PUEBLITO - CELDA SANTA CATARINA PINULA,"EL PUEBLITO(GSCPGTPU) - CELDA SANTA CATARINA PINULA(GSCPGTSC)
10,000Mbps
4.97%","[(14.56355, -90.48841944444399), (14.572388888889, -90.4975)]"
EUROPLAZA - VILLA DE GUADALUPE,"EUROPLAZA(GNCYGTEP) - VILLA DE GUADALUPE(GNCYGTVG)
10,000Mbps
4.47%","[(14.587497222222, -90.513922222222), (14.591222222222, -90.50822222222199)]"
VILLA DE GUADALUPE - CELDA CENTRO COMERCIAL ARKADIA,"VILLA DE GUADALUPE(GNCYGTVG) - CELDA CENTRO COMERCIAL ARKADIA(GNCYGTKD)
1,000Mbps
23.29%","[(14.591222222222, -90.50822222222199), (14.580236111111, -90.4931)]"
VILLA DE GUADALUPE - DESIGN CENTER,"VILLA DE GUADALUPE(GNCYGTVG) - DESIGN CENTER(GNCYGTDT)
10,000Mbps
0.32%","[(14.591222222222, -90.50822222222199), (14.599019444444, -90.50868333333298)]"
VILLA DE GUADALUPE - GBM,"VILLA DE GUADALUPE(GNCYGTVG) - GBM(MPE_GBM)
1,000Mbps
5.47%","[(14.591222222222, -90.50822222222199), (14.582472222222, -90.494641666667)]"
VILLA DE GUADALUPE -,"VILLA DE GUADALUPE(GNCYGTVG) - (GBM-CSC0)
1,000Mbps
0.3%","[(14.591222222222, -90.50822222222199), (14.582472222222, -90.494641666667)]"
CELDA LA AURORA - VILLA DE GUADALUPE,"CELDA LA AURORA(GNCYGTAU) - VILLA DE GUADALUPE(GNCYGTVG)
10,000Mbps
1.54%","[(14.597666666667, -90.527361111111), (14.591222222222, -90.50822222222199)]"
CELDA LA AURORA - CELDA PAMPLONA ZONA 13,"CELDA LA AURORA(GNCYGTAU) - CELDA PAMPLONA ZONA 13(GNCYGTPZ)
10,000Mbps
1.55%","[(14.597666666667, -90.527361111111), (14.604277777778, -90.533055555556)]"
ZONA PRADERA - VILLA DE GUADALUPE,"ZONA PRADERA(GNCYGTSZ) - VILLA DE GUADALUPE(GNCYGTVG)
10,000Mbps
0.92%","[(14.581763888889, -90.495397222222), (14.591222222222, -90.50822222222199)]"
TORRE ZONA 08 - GUARDA VIEJO ARRIBA,"TORRE ZONA 08(GNCYGTZA) - GUARDA VIEJO ARRIBA(GNCYGTG2)
Mbps
6.09%","[(14.609444444444, -90.526111111111), (14.615, -90.534166666667)]"
BOULEVARD SAN CRISTOBAL - EL CARMEN,"BOULEVARD SAN CRISTOBAL(GMIXGTBU) - EL CARMEN(GNCYGTEC)
50,000Mbps
22.45%","[(14.603194444444, -90.583083333333), (14.593222222222, -90.551361111111)]"
BOULEVARD SAN CRISTOBAL - SAN JACINTO,"BOULEVARD SAN CRISTOBAL(GMIXGTBU) - SAN JACINTO(GMIXGTSJ)
50,000Mbps
20.29%","[(14.603194444444, -90.583083333333), (14.620638888889, -90.596838888889)]"
LLANO LARGO - EL FISCAL,"LLANO LARGO(GNCYGTLL) - EL FISCAL(GPALGTFI)
50,000Mbps
5.2%","[(14.689972222222, -90.399997222222), (14.715963888889, -90.398519444444)]"
LLANO LARGO - LOURDES,"LLANO LARGO(GNCYGTLL) - LOURDES(GNCYGTLO)
50,000Mbps
33.21%","[(14.689972222222, -90.399997222222), (14.648194444444, -90.474138888889)]"
LLANO LARGO - CELDA SANTA CLARA ATLANTICO,"LLANO LARGO(GNCYGTLL) - CELDA SANTA CLARA ATLANTICO(GNCYGTSA)
10,000Mbps
6.12%","[(14.689972222222, -90.399997222222), (14.6488, -90.43540277777801)]"
LLANO LARGO - VILLAS DE ALCALA,"LLANO LARGO(GNCYGTLL) - VILLAS DE ALCALA(GNCYGTVD)
10,000Mbps
12.95%","[(14.689972222222, -90.399997222222), (14.679275, -90.41329444444402)]"
LLANO LARGO - CELDA CRUCE A PALENCIA,"LLANO LARGO(GNCYGTLL) - CELDA CRUCE A PALENCIA(GPALGTCA)
10,000Mbps
54.72%","[(14.689972222222, -90.399997222222), (14.710694444444, -90.384972222222)]"
LLANO LARGO - CELDA AGUA CALIENTE II,"LLANO LARGO(GNCYGTLL) - CELDA AGUA CALIENTE II(YSAPGTAC)
10,000Mbps
3.99%","[(14.689972222222, -90.399997222222), (14.7517, -90.3328)]"
EL FISCAL - SAN JOSE DEL GOLFO,"EL FISCAL(GPALGTFI) - SAN JOSE DEL GOLFO(GSJGGTSJ)
10,000Mbps
19.45%","[(14.715963888889, -90.398519444444), (14.7612, -90.3714)]"
CELDA SANTO DOMINGO LOS OCOTES - SAN ANTONIO LA PAZ (PRO246)_XT,"CELDA SANTO DOMINGO LOS OCOTES(YSAPGTSD) - SAN ANTONIO LA PAZ (PRO246)_XT(YSAPGTSN)
10,000Mbps
2.43%","[(14.7817, -90.320297222222), (14.780611111111, -90.30344)]"
CELDA AZACUALPILLA - CELDA CRUCE A PALENCIA,"CELDA AZACUALPILLA(GPALGTAU) - CELDA CRUCE A PALENCIA(GPALGTCA)
10,000Mbps
18.86%","[(14.7235, -90.36313888888898), (14.710694444444, -90.384972222222)]"
CELDA LOS ANGELES ZONA 18 - CELDA SANTA CLARA ATLANTICO,"CELDA LOS ANGELES ZONA 18(GNCYGTAN) - CELDA SANTA CLARA ATLANTICO(GNCYGTSA)
10,000Mbps
20.83%","[(14.6456, -90.42789999999998), (14.6488, -90.43540277777801)]"
CELDA LOS ANGELES ZONA 18 - CELDA LOS TECOMATES,"CELDA LOS ANGELES ZONA 18(GNCYGTAN) - CELDA LOS TECOMATES(GPALGTTE)
1,400Mbps
73.06%","[(14.6456, -90.42789999999998), (14.632569444444, -90.377527777778)]"
CELDA LOS ANGELES ZONA 18 - LOS OCOTES_XT_SBA,"CELDA LOS ANGELES ZONA 18(GNCYGTAN) - LOS OCOTES_XT_SBA(GNCYGT6X)
10,000Mbps
3.05%","[(14.6456, -90.42789999999998), (14.60304, -90.41356)]"
LLANO LARGO - VILLA ATLANTIS,"LLANO LARGO(GNCYGTLL) - VILLA ATLANTIS(GNCYGTVK)
10,000Mbps
9.14%","[(14.689972222222, -90.399997222222), (14.651741666667, -90.454277777778)]"
SAN PEDRO AYAMPUC - COLONIA MAYA,"SAN PEDRO AYAMPUC(GSPAGTSP) - COLONIA MAYA(GNCYGTCM)
50,000Mbps
11.94%","[(14.777777777778, -90.45277777777798), (14.668888888889, -90.463833333333)]"
SAN PEDRO AYAMPUC - CELDA LAGUNILLA LO DE REYES,"SAN PEDRO AYAMPUC(GSPAGTSP) - CELDA LAGUNILLA LO DE REYES(GSPAGTLL)
1,000Mbps
17.44%","[(14.777777777778, -90.45277777777798), (14.740916666667, -90.45097222222199)]"
SAN PEDRO AYAMPUC - CELDA FAMILIAS DE ESPERANZA CHINAUTLA,"SAN PEDRO AYAMPUC(GSPAGTSP) - CELDA FAMILIAS DE ESPERANZA CHINAUTLA(GCHIGTFE)
10,000Mbps
18.63%","[(14.777777777778, -90.45277777777798), (14.723694444444, -90.464561111111)]"
CELDA LAGUNILLA LO DE REYES - CELDA ALTOS DE SANTA MARIA,"CELDA LAGUNILLA LO DE REYES(GSPAGTLL) - CELDA ALTOS DE SANTA MARIA(GSPAGTAS)
10,000Mbps
2.76%","[(14.740916666667, -90.45097222222199), (14.7517, -90.453588888889)]"
CELDA FAMILIAS DE ESPERANZA CHINAUTLA - SAN JOSE NACAHUIL_XT_SBA,"CELDA FAMILIAS DE ESPERANZA CHINAUTLA(GCHIGTFE) - SAN JOSE NACAHUIL_XT_SBA(GSPAGTSS)
10,000Mbps
3.81%","[(14.723694444444, -90.464561111111), (14.757333330556, -90.475222219444)]"
CONDOMINIO DEL VALLE - PAISAJES,"CONDOMINIO DEL VALLE(GNCYGTCL) - PAISAJES(GMIXGTPA)
50,000Mbps
0.04%","[(14.607347222222, -90.59725), (14.61155, -90.602491666667)]"
CONDOMINIO DEL VALLE - GRANJAS DE SAN CRISTOBAL,"CONDOMINIO DEL VALLE(GNCYGTCL) - GRANJAS DE SAN CRISTOBAL(GMIXGTGS)
50,000Mbps
1.23%","[(14.607347222222, -90.59725), (14.6027, -90.59580277777802)]"
PAISAJES - SAN JACINTO,"PAISAJES(GMIXGTPA) - SAN JACINTO(GMIXGTSJ)
50,000Mbps
2.5%","[(14.61155, -90.602491666667), (14.620638888889, -90.596838888889)]"
SAN JACINTO - CELDA LA BENDICION DE DIOS,"SAN JACINTO(GMIXGTSJ) - CELDA LA BENDICION DE DIOS(GMIXGTBD)
10,000Mbps
5.21%","[(14.620638888889, -90.596838888889), (14.615611111111, -90.574638888889)]"
KIO - UTATLAN,"KIO(GMIXGTKI) - UTATLAN(GNCYGTUT)
10,000Mbps
15.81%","[(14.655055555556, -90.544436111111), (14.6277, -90.561202777778)]"
CELDA CHINIQUE - ZACUALPA,"CELDA CHINIQUE(KCHNGTCI) - ZACUALPA(KZACGTZA)
50,000Mbps
22.28%","[(15.043611111111, -91.026944444444), (15.026111111111, -90.879444444444)]"
CELDA CHINIQUE - SANTA CRUZ DEL QUICHE,"CELDA CHINIQUE(KCHNGTCI) - SANTA CRUZ DEL QUICHE(KSCQGTSC)
50,000Mbps
24.95%","[(15.043611111111, -91.026944444444), (15.0318, -91.14760000000001)]"
ZACUALPA - JOYABAJ,"ZACUALPA(KZACGTZA) - JOYABAJ(KJOYGTJO)
100Mbps
13.25%","[(15.026111111111, -90.879444444444), (14.991944444444, -90.806944444444)]"
ZACUALPA - CELDA ZACUALPA - CHINIQUE I,"ZACUALPA(KZACGTZA) - CELDA ZACUALPA - CHINIQUE I(KZACGTZC)
1,000Mbps
29.05%","[(15.026111111111, -90.879444444444), (15.0095, -90.9269)]"
ZACUALPA - CELDA JOYABAJ - ZACUALPA,"ZACUALPA(KZACGTZA) - CELDA JOYABAJ - ZACUALPA(KJOYGTJZ)
10,000Mbps
8.9%","[(15.026111111111, -90.879444444444), (15.0106, -90.8257)]"
CELDA ZACUALPA - CHINIQUE I - CELDA EL BOQUERON,"CELDA ZACUALPA - CHINIQUE I(KZACGTZC) - CELDA EL BOQUERON(KJOYGTBO)
1,400Mbps
36.08%","[(15.0095, -90.9269), (14.947361111111, -90.913947222222)]"
CELDA ZACUALPA - CHINIQUE I - CELDA TRES CRUCES,"CELDA ZACUALPA - CHINIQUE I(KZACGTZC) - CELDA TRES CRUCES(BCUBGTTC)
728Mbps
36.58%","[(15.0095, -90.9269), (15.0254, -90.6883)]"
CELDA CHUITZALIC - CELDA SAN PEDRO JOCOPILAS,"CELDA CHUITZALIC(KSPJGTCH) - CELDA SAN PEDRO JOCOPILAS(KSPJGTPJ)
1,800Mbps
27.71%","[(15.130166666667, -91.15997222222198), (15.0949, -91.149802777778)]"
CELDA LLANO COYOTE - CELDA LA PRIMAVERA,"CELDA LLANO COYOTE(HAGUGTLC) - CELDA LA PRIMAVERA(TSLRGTLP)
924Mbps
72.16%","[(15.3136, -91.243277777778), (15.169138888889, -91.210083333333)]"
SAN ANTONIO ILOTENANGO - SANTA CRUZ DEL QUICHE,"SAN ANTONIO ILOTENANGO(KSAIGTSA) - SANTA CRUZ DEL QUICHE(KSCQGTSC)
2,000Mbps
49.55%","[(15.048305555556, -91.228166666667), (15.0318, -91.14760000000001)]"
CELDA CHICHE - SANTA CRUZ DEL QUICHE,"CELDA CHICHE(KCHHGTCI) - SANTA CRUZ DEL QUICHE(KSCQGTSC)
10,000Mbps
14.93%","[(15.0047, -91.06689999999999), (15.0318, -91.14760000000001)]"
CELDA LA PRIMAVERA - CELDA SAN PEDRO JOCOPILAS,"CELDA LA PRIMAVERA(TSLRGTLP) - CELDA SAN PEDRO JOCOPILAS(KSPJGTPJ)
100Mbps
72.83%","[(15.169138888889, -91.210083333333), (15.0949, -91.149802777778)]"
CELDA QUICHE II - SANTA CRUZ DEL QUICHE,"CELDA QUICHE II(KSCQGTQI) - SANTA CRUZ DEL QUICHE(KSCQGTSC)
10,000Mbps
41.16%","[(15.026222222222, -91.15050000000001), (15.0318, -91.14760000000001)]"
CELDA SAN PEDRO JOCOPILAS - SANTA CRUZ DEL QUICHE,"CELDA SAN PEDRO JOCOPILAS(KSPJGTPJ) - SANTA CRUZ DEL QUICHE(KSCQGTSC)
100Mbps
7.62%","[(15.0949, -91.149802777778), (15.0318, -91.14760000000001)]"
CENTRO - VILLA HERMOSA,"CENTRO(GNCYGTAJ) - VILLA HERMOSA(GVCAGTVH)
100,000Mbps
20.63%","[(14.637055555556, -90.51272222222201), (14.522861111111, -90.535944444444)]"
CENTRO - NIMAJUYU,"CENTRO(GNCYGTAJ) - NIMAJUYU(GNCYGTNM)
100,000Mbps
17.2%","[(14.637055555556, -90.51272222222201), (14.5504, -90.5507)]"
CENTRO - EL CARMEN,"CENTRO(GNCYGTAJ) - EL CARMEN(GNCYGTEC)
100,000Mbps
18.39%","[(14.637055555556, -90.51272222222201), (14.593222222222, -90.551361111111)]"
CENTRO - MONTE VERDE,"CENTRO(GNCYGTAJ) - MONTE VERDE(GMIXGTMV)
100,000Mbps
31.05%","[(14.637055555556, -90.51272222222201), (14.646111111111, -90.581388888889)]"
CENTRO - VILLA DE GUADALUPE,"CENTRO(GNCYGTAJ) - VILLA DE GUADALUPE(GNCYGTVG)
10,000Mbps
15.42%","[(14.637055555556, -90.51272222222201), (14.591222222222, -90.50822222222199)]"
CENTRO - LOURDES,"CENTRO(GNCYGTAJ) - LOURDES(GNCYGTLO)
100,000Mbps
26.1%","[(14.637055555556, -90.51272222222201), (14.648194444444, -90.474138888889)]"
CENTRO - UTATLAN,"CENTRO(GNCYGTAJ) - UTATLAN(GNCYGTUT)
100,000Mbps
11.51%","[(14.637055555556, -90.51272222222201), (14.6277, -90.561202777778)]"
CENTRO - VILLA NUEVA,"CENTRO(GNCYGTAJ) - VILLA NUEVA(GVNUGTVN)
100,000Mbps
12.82%","[(14.637055555556, -90.51272222222201), (14.525, -90.587222222222)]"
CENTRO - KILOMETRO 25.5,"CENTRO(GNCYGTAJ) - KILOMETRO 25.5(GFRAGTK2)
100,000Mbps
5%","[(14.637055555556, -90.51272222222201), (14.470430555556, -90.482422222222)]"
CENTRO - TIVOLI,"CENTRO(GNCYGTAJ) - TIVOLI(GNCYGTAK)
10,000Mbps
11.42%","[(14.637055555556, -90.51272222222201), (14.608822222222, -90.515472222222)]"
CENTRO - BOSQUES DE SAN NICOLAS,"CENTRO(GNCYGTAJ) - BOSQUES DE SAN NICOLAS(GMIXGTSN)
100,000Mbps
7.12%","[(14.637055555556, -90.51272222222201), (14.658444444444, -90.566944444444)]"
CENTRO - EL MILAGRO,"CENTRO(GNCYGTAJ) - EL MILAGRO(GMIXGTEM)
100,000Mbps
13.02%","[(14.637055555556, -90.51272222222201), (14.674444444444, -90.571666666667)]"
CENTRO - AMATITLAN,"CENTRO(GNCYGTAJ) - AMATITLAN(GAMAGTAM)
100,000Mbps
20.59%","[(14.637055555556, -90.51272222222201), (14.487777777778, -90.61333333333299)]"
CENTRO - CHIMALTENANGO,"CENTRO(GNCYGTAJ) - CHIMALTENANGO(CHMLGTCM)
100,000Mbps
20.26%","[(14.637055555556, -90.51272222222201), (14.659444444444, -90.81888888888899)]"
CENTRO - DON JUSTO,"CENTRO(GNCYGTAJ) - DON JUSTO(GSCPGTDJ)
100,000Mbps
18.17%","[(14.637055555556, -90.51272222222201), (14.538111111111, -90.457527777778)]"
CENTRO - PUERTO BARRIOS,"CENTRO(GNCYGTAJ) - PUERTO BARRIOS(IPBAGTPB)
100,000Mbps
73.61%","[(14.637055555556, -90.51272222222201), (15.730555555556, -88.597777777778)]"
CENTRO - ZACAPA,"CENTRO(GNCYGTAJ) - ZACAPA(ZCPAGTZC)
100,000Mbps
33.51%","[(14.637055555556, -90.51272222222201), (14.972777777778, -89.532777777778)]"
CENTRO - RETALHULEU,"CENTRO(GNCYGTAJ) - RETALHULEU(RTLHGTRU)
100,000Mbps
38.11%","[(14.637055555556, -90.51272222222201), (14.535833333333, -91.678055555556)]"
CENTRO - GUARDA VIEJO ABAJO,"CENTRO(GNCYGTAJ) - GUARDA VIEJO ABAJO(GNCYGTGV)
Mbps
49.6%","[(14.637055555556, -90.51272222222201), (14.615555555556, -90.533888888889)]"
CENTRO - SAN LUCAS SACATEPEQUEZ,"CENTRO(GNCYGTAJ) - SAN LUCAS SACATEPEQUEZ(ASLSGTSL)
100,000Mbps
11.58%","[(14.637055555556, -90.51272222222201), (14.608888888889, -90.65555555555602)]"
CENTRO - VISTA HERMOSA,"CENTRO(GNCYGTAJ) - VISTA HERMOSA(GNCYGTVH)
100,000Mbps
16.44%","[(14.637055555556, -90.51272222222201), (14.5963, -90.49479722222199)]"
CENTRO - PARROQUIA,"CENTRO(GNCYGTAJ) - PARROQUIA(GNCYGTPA)
100,000Mbps
25.61%","[(14.637055555556, -90.51272222222201), (14.650133333333, -90.495711111111)]"
CENTRO - ESCUINTLA,"CENTRO(GNCYGTAJ) - ESCUINTLA(EESCGTES)
100,000Mbps
38.97%","[(14.637055555556, -90.51272222222201), (14.300555555556, -90.78638888888898)]"
CENTRO - ANTIGUA GUATEMALA,"CENTRO(GNCYGTAJ) - ANTIGUA GUATEMALA(ANGTGTAN)
100,000Mbps
17.76%","[(14.637055555556, -90.51272222222201), (14.556177777778, -90.742558333333)]"
CENTRO - GUARDA VIEJO ARRIBA,"CENTRO(GNCYGTAJ) - GUARDA VIEJO ARRIBA(GNCYGTG2)
10,000Mbps
39.2%","[(14.637055555556, -90.51272222222201), (14.615, -90.534166666667)]"
CENTRO - EL ZAPOTE_XT CT,"CENTRO(GNCYGTAJ) - EL ZAPOTE_XT CT(GNCYGT3Z)
10,000Mbps
11.77%","[(14.637055555556, -90.51272222222201), (14.662188888889, -90.515911111111)]"
CENTRO - EL FRUTAL,"CENTRO(GNCYGTAJ) - EL FRUTAL(GSMPGTFR)
10,000Mbps
56.76%","[(14.637055555556, -90.51272222222201), (14.501980555556, -90.561380555556)]"
CENTRO - EL CAMINERO,"CENTRO(GNCYGTAJ) - EL CAMINERO(GMIXGTCA)
10,000Mbps
26.05%","[(14.637055555556, -90.51272222222201), (14.659233333333, -90.588525)]"
CENTRO - ACATAN,"CENTRO(GNCYGTAJ) - ACATAN(GNCYGTAC)
10,000Mbps
14.62%","[(14.637055555556, -90.51272222222201), (14.622916666667, -90.474361111111)]"
CENTRO - TORRE ZONA 08,"CENTRO(GNCYGTAJ) - TORRE ZONA 08(GNCYGTZA)
10,000Mbps
2.78%","[(14.637055555556, -90.51272222222201), (14.609444444444, -90.526111111111)]"
CENTRO - SAN ISIDRO,"CENTRO(GNCYGTAJ) - SAN ISIDRO(GNCYGTSI)
10,000Mbps
19.07%","[(14.637055555556, -90.51272222222201), (14.618280555556, -90.45931388888899)]"
CENTRO - CENTRO,"CENTRO(GNCYGTAJ) - CENTRO(CEN-CSC0)
10,000Mbps
0%","[(14.637055555556, -90.51272222222201), (14.637055555556, -90.51272222222201)]"
GUARDA VIEJO ARRIBA - VILLA HERMOSA,"GUARDA VIEJO ARRIBA(GNCYGTG2) - VILLA HERMOSA(GVCAGTVH)
100,000Mbps
19.9%","[(14.615, -90.534166666667), (14.522861111111, -90.535944444444)]"
GUARDA VIEJO ARRIBA - NIMAJUYU,"GUARDA VIEJO ARRIBA(GNCYGTG2) - NIMAJUYU(GNCYGTNM)
100,000Mbps
18.76%","[(14.615, -90.534166666667), (14.5504, -90.5507)]"
GUARDA VIEJO ARRIBA - EL CARMEN,"GUARDA VIEJO ARRIBA(GNCYGTG2) - EL CARMEN(GNCYGTEC)
100,000Mbps
18.26%","[(14.615, -90.534166666667), (14.593222222222, -90.551361111111)]"
GUARDA VIEJO ARRIBA - MONTE VERDE,"GUARDA VIEJO ARRIBA(GNCYGTG2) - MONTE VERDE(GMIXGTMV)
100,000Mbps
15.3%","[(14.615, -90.534166666667), (14.646111111111, -90.581388888889)]"
GUARDA VIEJO ARRIBA - VILLA DE GUADALUPE,"GUARDA VIEJO ARRIBA(GNCYGTG2) - VILLA DE GUADALUPE(GNCYGTVG)
1,000Mbps
12.98%","[(14.615, -90.534166666667), (14.591222222222, -90.50822222222199)]"
GUARDA VIEJO ARRIBA - LOURDES,"GUARDA VIEJO ARRIBA(GNCYGTG2) - LOURDES(GNCYGTLO)
100,000Mbps
8.67%","[(14.615, -90.534166666667), (14.648194444444, -90.474138888889)]"
GUARDA VIEJO ARRIBA - VILLA NUEVA,"GUARDA VIEJO ARRIBA(GNCYGTG2) - VILLA NUEVA(GVNUGTVN)
100,000Mbps
11.46%","[(14.615, -90.534166666667), (14.525, -90.587222222222)]"
GUARDA VIEJO ARRIBA - KILOMETRO 25.5,"GUARDA VIEJO ARRIBA(GNCYGTG2) - KILOMETRO 25.5(GFRAGTK2)
100,000Mbps
5.76%","[(14.615, -90.534166666667), (14.470430555556, -90.482422222222)]"
GUARDA VIEJO ARRIBA - CHIMALTENANGO,"GUARDA VIEJO ARRIBA(GNCYGTG2) - CHIMALTENANGO(CHMLGTCM)
100,000Mbps
16.48%","[(14.615, -90.534166666667), (14.659444444444, -90.81888888888899)]"
GUARDA VIEJO ARRIBA - AMATITLAN,"GUARDA VIEJO ARRIBA(GNCYGTG2) - AMATITLAN(GAMAGTAM)
100,000Mbps
23.18%","[(14.615, -90.534166666667), (14.487777777778, -90.61333333333299)]"
GUARDA VIEJO ARRIBA - BOSQUES DE SAN NICOLAS,"GUARDA VIEJO ARRIBA(GNCYGTG2) - BOSQUES DE SAN NICOLAS(GMIXGTSN)
100,000Mbps
9.23%","[(14.615, -90.534166666667), (14.658444444444, -90.566944444444)]"
GUARDA VIEJO ARRIBA - EL MILAGRO,"GUARDA VIEJO ARRIBA(GNCYGTG2) - EL MILAGRO(GMIXGTEM)
100,000Mbps
13.59%","[(14.615, -90.534166666667), (14.674444444444, -90.571666666667)]"
GUARDA VIEJO ARRIBA - DON JUSTO,"GUARDA VIEJO ARRIBA(GNCYGTG2) - DON JUSTO(GSCPGTDJ)
100,000Mbps
8.19%","[(14.615, -90.534166666667), (14.538111111111, -90.457527777778)]"
GUARDA VIEJO ARRIBA - UTATLAN,"GUARDA VIEJO ARRIBA(GNCYGTG2) - UTATLAN(GNCYGTUT)
100,000Mbps
9.38%","[(14.615, -90.534166666667), (14.6277, -90.561202777778)]"
GUARDA VIEJO ARRIBA - ESCUINTLA,"GUARDA VIEJO ARRIBA(GNCYGTG2) - ESCUINTLA(EESCGTES)
100,000Mbps
25.83%","[(14.615, -90.534166666667), (14.300555555556, -90.78638888888898)]"
GUARDA VIEJO ARRIBA - TIVOLI,"GUARDA VIEJO ARRIBA(GNCYGTG2) - TIVOLI(GNCYGTAK)
100,000Mbps
16.05%","[(14.615, -90.534166666667), (14.608822222222, -90.515472222222)]"
GUARDA VIEJO ARRIBA - LA FLORESTA,"GUARDA VIEJO ARRIBA(GNCYGTG2) - LA FLORESTA(QTZLGTLF)
100,000Mbps
47.08%","[(14.615, -90.534166666667), (14.846533333333, -91.525733333333)]"
